FECHA,PAÍS,DEPARTAMENTO,MUNICIPIO,DELITO,PAIS VÍCTIMA,GENERO,ZONA,CIRCUNSTANCIASPERSONA
2022-04-16T00:00:00.000,COLOMBIA,M. SANTA MARTA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2022-04-17T00:00:00.000,COLOMBIA,HUILA,San Agustín,ARTÍCULO 239. HURTO MOTOCICLETAS,ALEMANIA,FEMENINO,RURAL,ALEMANIA
2022-04-17T00:00:00.000,COLOMBIA,M. SANTA MARTA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2022-04-18T00:00:00.000,COLOMBIA,M. SANTA MARTA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,FEMENINO,URBANA,COLOMBIA
2022-04-19T00:00:00.000,COLOMBIA,M. SANTA MARTA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,CANADA,FEMENINO,URBANA,CANADA
2022-04-20T00:00:00.000,COLOMBIA,M. MEDELLÍN,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,ESTADOS UNIDOS DE AMERICA,MASCULINO,URBANA,ESTADOS UNIDOS DE AMERICA
2022-04-22T00:00:00.000,COLOMBIA,M. CARTAGENA,Cartagena (CT),ARTÍCULO 239. HURTO PERSONAS,ESTADOS UNIDOS DE AMERICA,MASCULINO,URBANA,ESTADOS UNIDOS DE AMERICA
2022-04-22T00:00:00.000,COLOMBIA,M. CARTAGENA,Cartagena (CT),ARTÍCULO 239. HURTO PERSONAS,VENEZUELA,MASCULINO,URBANA,VENEZUELA
2022-04-23T00:00:00.000,COLOMBIA,M. SANTA MARTA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2022-04-25T00:00:00.000,COLOMBIA,M. SANTA MARTA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,ESTADOS UNIDOS DE AMERICA,MASCULINO,URBANA,ESTADOS UNIDOS DE AMERICA
2022-04-28T00:00:00.000,COLOMBIA,M. CARTAGENA,Cartagena (CT),ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2022-04-28T00:00:00.000,COLOMBIA,M. SANTA MARTA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,ESTADOS UNIDOS DE AMERICA,MASCULINO,URBANA,ESTADOS UNIDOS DE AMERICA
2022-04-30T00:00:00.000,COLOMBIA,M. MEDELLÍN,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,ISRAEL,MASCULINO,URBANA,ISRAEL
2022-04-30T00:00:00.000,COLOMBIA,M. MEDELLÍN,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,REPUBLICA DOMINICANA,MASCULINO,URBANA,REPUBLICA DOMINICANA
2022-04-30T00:00:00.000,COLOMBIA,M. SANTA MARTA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,ESTADOS UNIDOS DE AMERICA,FEMENINO,URBANA,ESTADOS UNIDOS DE AMERICA
2022-04-30T00:00:00.000,COLOMBIA,M. SANTA MARTA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,PAISES BAJOS,MASCULINO,URBANA,PAISES BAJOS
2022-05-02T00:00:00.000,COLOMBIA,M. MEDELLÍN,Medellín (CT),RECUPERACION,ESTADOS UNIDOS DE AMERICA,MASCULINO,RURAL,ESTADOS UNIDOS DE AMERICA
2022-05-02T00:00:00.000,COLOMBIA,M. SANTA MARTA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2022-05-03T00:00:00.000,COLOMBIA,M. SANTA MARTA,Ciénaga,ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,FEMENINO,URBANA,COLOMBIA
2022-05-04T00:00:00.000,COLOMBIA,M. SANTA MARTA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2022-05-05T00:00:00.000,COLOMBIA,M. MEDELLÍN,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,ESTADOS UNIDOS DE AMERICA,MASCULINO,URBANA,ESTADOS UNIDOS DE AMERICA
2022-05-06T00:00:00.000,COLOMBIA,M. SANTA MARTA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,FRANCIA,MASCULINO,URBANA,FRANCIA
2022-05-07T00:00:00.000,COLOMBIA,M. SANTA MARTA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2022-05-08T00:00:00.000,COLOMBIA,HUILA,Gigante,ARTÍCULO 239. HURTO PERSONAS,ESPAÑA,MASCULINO,URBANA,ESPAÑA
2022-05-08T00:00:00.000,COLOMBIA,M. SANTA MARTA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,RURAL,COLOMBIA
2022-05-08T00:00:00.000,COLOMBIA,M. SANTA MARTA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2022-05-09T00:00:00.000,COLOMBIA,M. SANTA MARTA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,FEMENINO,URBANA,COLOMBIA
2022-05-12T00:00:00.000,COLOMBIA,M. SANTA MARTA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,BRASIL,MASCULINO,URBANA,BRASIL
2022-05-13T00:00:00.000,COLOMBIA,M. SANTA MARTA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,ALEMANIA,MASCULINO,URBANA,ALEMANIA
2022-05-14T00:00:00.000,COLOMBIA,M. SANTA MARTA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,JAPON,MASCULINO,URBANA,JAPON
2022-05-16T00:00:00.000,COLOMBIA,M. SANTA MARTA,Santa Marta (CT),ARTÍCULO 111. LESIONES PERSONALES,ITALIA,MASCULINO,URBANA,ITALIA
2022-05-16T00:00:00.000,COLOMBIA,M. SANTA MARTA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,FEMENINO,URBANA,COLOMBIA
2022-05-17T00:00:00.000,COLOMBIA,M. SANTA MARTA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,ESTADOS UNIDOS DE AMERICA,MASCULINO,URBANA,ESTADOS UNIDOS DE AMERICA
2022-05-18T00:00:00.000,COLOMBIA,M. SANTA MARTA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,ESTADOS UNIDOS DE AMERICA,MASCULINO,URBANA,ESTADOS UNIDOS DE AMERICA
2022-05-31T00:00:00.000,COLOMBIA,M. SANTA MARTA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,SUIZA,MASCULINO,URBANA,SUIZA
2022-06-01T00:00:00.000,COLOMBIA,M. SANTA MARTA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,MEXICO,MASCULINO,URBANA,MEXICO
2022-06-01T00:00:00.000,COLOMBIA,M. SANTA MARTA,Santa Marta (CT),RECUPERACION,MEXICO,MASCULINO,URBANA,MEXICO
2022-06-04T00:00:00.000,COLOMBIA,ANTIOQUIA,Santa Rosa de Osos,ARTÍCULO 103. HOMICIDIO,ESTADOS UNIDOS DE AMERICA,MASCULINO,RURAL,ESTADOS UNIDOS DE AMERICA
2022-06-04T00:00:00.000,COLOMBIA,ANTIOQUIA,Santa Rosa de Osos,INSPECCION A CADAVER,ESTADOS UNIDOS DE AMERICA,MASCULINO,RURAL,ESTADOS UNIDOS DE AMERICA
2022-06-10T00:00:00.000,COLOMBIA,M. MEDELLÍN,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,ESLOVENIA,MASCULINO,URBANA,ESLOVENIA
2022-06-11T00:00:00.000,COLOMBIA,M. CALI,Cali (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2022-06-11T00:00:00.000,COLOMBIA,M. CALI,Cali (CT),ARTÍCULO 239. HURTO PERSONAS,ESPAÑA,MASCULINO,URBANA,ESPAÑA
2022-06-13T00:00:00.000,COLOMBIA,M. CALI,Cali (CT),ARTÍCULO 239. HURTO PERSONAS,AUSTRALIA,MASCULINO,URBANA,AUSTRALIA
2022-06-13T00:00:00.000,COLOMBIA,M. CALI,Cali (CT),ARTÍCULO 239. HURTO PERSONAS,ESTADOS UNIDOS DE AMERICA,MASCULINO,URBANA,ESTADOS UNIDOS DE AMERICA
2022-06-15T00:00:00.000,COLOMBIA,AMAZONAS,Leticia (CT),ARTÍCULO 103. HOMICIDIO,PAISES BAJOS,FEMENINO,URBANA,PAISES BAJOS
2022-06-15T00:00:00.000,COLOMBIA,AMAZONAS,Leticia (CT),ARTÍCULO 239. HURTO PERSONAS,PAISES BAJOS,MASCULINO,URBANA,PAISES BAJOS
2022-06-15T00:00:00.000,COLOMBIA,M. SANTA MARTA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,DINAMARCA,FEMENINO,URBANA,DINAMARCA
2022-06-15T00:00:00.000,COLOMBIA,M. SANTA MARTA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,DINAMARCA,MASCULINO,URBANA,DINAMARCA
2022-06-15T00:00:00.000,COLOMBIA,M. SANTA MARTA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,REINO UNIDO,FEMENINO,URBANA,REINO UNIDO
2022-06-19T00:00:00.000,COLOMBIA,M. SANTA MARTA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,ESTADOS UNIDOS DE AMERICA,MASCULINO,URBANA,ESTADOS UNIDOS DE AMERICA
2022-06-21T00:00:00.000,COLOMBIA,M. SANTA MARTA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,ALEMANIA,MASCULINO,URBANA,ALEMANIA
2022-06-22T00:00:00.000,COLOMBIA,M. SANTA MARTA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,ESPAÑA,FEMENINO,URBANA,ESPAÑA
2022-06-23T00:00:00.000,COLOMBIA,M. CALI,Cali (CT),ARTÍCULO 239. HURTO PERSONAS,GUATEMALA,MASCULINO,URBANA,GUATEMALA
2022-06-25T00:00:00.000,COLOMBIA,M. CARTAGENA,Cartagena (CT),ARTÍCULO 239. HURTO PERSONAS,ESTADOS UNIDOS DE AMERICA,MASCULINO,URBANA,ESTADOS UNIDOS DE AMERICA
2022-06-25T00:00:00.000,COLOMBIA,M. SANTA MARTA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,-,MASCULINO,URBANA,-
2022-06-26T00:00:00.000,COLOMBIA,M. SANTA MARTA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,ESTADOS UNIDOS DE AMERICA,MASCULINO,URBANA,ESTADOS UNIDOS DE AMERICA
2022-06-27T00:00:00.000,COLOMBIA,M. SANTA MARTA,Ciénaga,ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,RURAL,COLOMBIA
2022-06-28T00:00:00.000,COLOMBIA,M. SANTA MARTA,Santa Marta (CT),ARTÍCULO 111. LESIONES PERSONALES,SUIZA,MASCULINO,URBANA,SUIZA
2022-06-28T00:00:00.000,COLOMBIA,M. SANTA MARTA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,SUIZA,MASCULINO,URBANA,SUIZA
2022-07-01T00:00:00.000,COLOMBIA,M. SANTA MARTA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,ESTADOS UNIDOS DE AMERICA,MASCULINO,URBANA,ESTADOS UNIDOS DE AMERICA
2022-07-02T00:00:00.000,COLOMBIA,M. SANTA MARTA,Sitionuevo,ARTÍCULO 239. HURTO PERSONAS,ARGENTINA,FEMENINO,URBANA,ARGENTINA
2022-07-02T00:00:00.000,COLOMBIA,M. SANTA MARTA,Sitionuevo,ARTÍCULO 239. HURTO PERSONAS,ARGENTINA,MASCULINO,URBANA,ARGENTINA
2022-07-03T00:00:00.000,COLOMBIA,M. SANTA MARTA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,ESTADOS UNIDOS DE AMERICA,MASCULINO,URBANA,ESTADOS UNIDOS DE AMERICA
2022-07-04T00:00:00.000,COLOMBIA,M. SANTA MARTA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2022-07-05T00:00:00.000,COLOMBIA,M. SANTA MARTA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,NORUEGA,FEMENINO,URBANA,NORUEGA
2022-07-06T00:00:00.000,COLOMBIA,AMAZONAS,Leticia (CT),ARTÍCULO 239. HURTO PERSONAS,PAISES BAJOS,FEMENINO,URBANA,PAISES BAJOS
2022-07-09T00:00:00.000,COLOMBIA,M. MEDELLÍN,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,ALEMANIA,MASCULINO,URBANA,ALEMANIA
2022-07-12T00:00:00.000,COLOMBIA,M. SANTA MARTA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,ITALIA,FEMENINO,URBANA,ITALIA
2022-07-18T00:00:00.000,COLOMBIA,M. SANTA MARTA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,ESTADOS UNIDOS DE AMERICA,MASCULINO,URBANA,ESTADOS UNIDOS DE AMERICA
2022-07-19T00:00:00.000,COLOMBIA,M. MEDELLÍN,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,AUSTRALIA,MASCULINO,URBANA,AUSTRALIA
2022-07-22T00:00:00.000,COLOMBIA,M. MEDELLÍN,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,ECUADOR,FEMENINO,URBANA,ECUADOR
2022-07-26T00:00:00.000,COLOMBIA,M. SANTA MARTA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,FEMENINO,URBANA,COLOMBIA
2022-07-27T00:00:00.000,COLOMBIA,M. CARTAGENA,Cartagena (CT),ARTÍCULO 239. HURTO PERSONAS,VENEZUELA,FEMENINO,URBANA,VENEZUELA
2022-07-27T00:00:00.000,COLOMBIA,M. CARTAGENA,Cartagena (CT),ARTÍCULO 239. HURTO PERSONAS,VENEZUELA,MASCULINO,URBANA,VENEZUELA
2022-07-29T00:00:00.000,COLOMBIA,M. CALI,Cali (CT),ARTÍCULO 239. HURTO PERSONAS,ESTONIA,MASCULINO,URBANA,ESTONIA
2022-07-30T00:00:00.000,COLOMBIA,M. SANTA MARTA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2022-08-02T00:00:00.000,COLOMBIA,M. SANTA MARTA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,JAPON,FEMENINO,URBANA,JAPON
2022-08-03T00:00:00.000,COLOMBIA,M. MEDELLÍN,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,AUSTRALIA,MASCULINO,URBANA,AUSTRALIA
2022-08-03T00:00:00.000,COLOMBIA,M. MEDELLÍN,Medellín (CT),RECUPERACION,AUSTRALIA,MASCULINO,URBANA,AUSTRALIA
2022-08-04T00:00:00.000,COLOMBIA,M. MEDELLÍN,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,PANAMA,FEMENINO,URBANA,PANAMA
2022-08-04T00:00:00.000,COLOMBIA,M. MEDELLÍN,Medellín (CT),RECUPERACION,PANAMA,FEMENINO,URBANA,PANAMA
2022-08-07T00:00:00.000,COLOMBIA,M. SANTA MARTA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,FRANCIA,FEMENINO,URBANA,FRANCIA
2022-08-08T00:00:00.000,COLOMBIA,M. SANTA MARTA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,ALEMANIA,MASCULINO,URBANA,ALEMANIA
2022-08-08T00:00:00.000,COLOMBIA,M. SANTA MARTA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,FEMENINO,URBANA,COLOMBIA
2022-08-11T00:00:00.000,COLOMBIA,M. SANTA MARTA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,VENEZUELA,FEMENINO,URBANA,VENEZUELA
2022-08-12T00:00:00.000,COLOMBIA,M. CALI,Cali (CT),ARTÍCULO 239. HURTO PERSONAS,CANADA,MASCULINO,URBANA,CANADA
2022-08-12T00:00:00.000,COLOMBIA,M. MEDELLÍN,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,ESTADOS UNIDOS DE AMERICA,MASCULINO,URBANA,ESTADOS UNIDOS DE AMERICA
2022-08-18T00:00:00.000,COLOMBIA,NORTE DE SANTANDER,Tibú,ARTÍCULO 169. SECUESTRO EXTORSIVO,MEXICO,MASCULINO,URBANA,MEXICO
2022-08-22T00:00:00.000,COLOMBIA,GUAJIRA,Manaure,ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,FEMENINO,URBANA,COLOMBIA
2022-08-22T00:00:00.000,COLOMBIA,M. CARTAGENA,Cartagena (CT),MUERTE ACCIDENTAL,PAISES BAJOS,FEMENINO,URBANA,PAISES BAJOS
2022-08-22T00:00:00.000,COLOMBIA,M. CARTAGENA,Cartagena (CT),MUERTE ACCIDENTAL,PAISES BAJOS,MASCULINO,URBANA,PAISES BAJOS
2022-08-23T00:00:00.000,COLOMBIA,M. SANTA MARTA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,FRANCIA,FEMENINO,URBANA,FRANCIA
2022-08-24T00:00:00.000,COLOMBIA,M. MEDELLÍN,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,ESTADOS UNIDOS DE AMERICA,MASCULINO,URBANA,ESTADOS UNIDOS DE AMERICA
2022-08-24T00:00:00.000,COLOMBIA,M. MEDELLÍN,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,PANAMA,MASCULINO,URBANA,PANAMA
2022-08-26T00:00:00.000,COLOMBIA,M. CARTAGENA,Cartagena (CT),ARTÍCULO 239. HURTO PERSONAS,-,FEMENINO,URBANA,-
2022-08-28T00:00:00.000,COLOMBIA,M. CARTAGENA,Cartagena (CT),ARTÍCULO 239. HURTO PERSONAS,-,MASCULINO,URBANA,-
2022-08-30T00:00:00.000,COLOMBIA,M. CARTAGENA,Cartagena (CT),ARTÍCULO 239. HURTO PERSONAS,-,MASCULINO,URBANA,-
2022-09-05T00:00:00.000,COLOMBIA,M. CARTAGENA,Cartagena (CT),ARTÍCULO 239. HURTO PERSONAS,-,MASCULINO,URBANA,-
2022-09-06T00:00:00.000,COLOMBIA,M. CARTAGENA,Cartagena (CT),ARTÍCULO 447. RECEPTACIÓN,FRANCIA,MASCULINO,URBANA,FRANCIA
2022-09-06T00:00:00.000,COLOMBIA,M. CARTAGENA,Cartagena (CT),RECUPERACION,FRANCIA,MASCULINO,URBANA,FRANCIA
2022-09-09T00:00:00.000,COLOMBIA,M. SANTA MARTA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,NUEVA ZELANDIA,MASCULINO,URBANA,NUEVA ZELANDIA
2022-09-11T00:00:00.000,COLOMBIA,GUAVIARE,San José del Guaviare (CT),ARTÍCULO 239. HURTO PERSONAS,ESPAÑA,MASCULINO,URBANA,ESPAÑA
2022-09-11T00:00:00.000,COLOMBIA,M. CARTAGENA,Cartagena (CT),ARTÍCULO 239. HURTO PERSONAS,-,MASCULINO,URBANA,-
2022-09-11T00:00:00.000,COLOMBIA,M. MEDELLÍN,Medellín (CT),ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,ESTADOS UNIDOS DE AMERICA,MASCULINO,URBANA,ESTADOS UNIDOS DE AMERICA
2022-09-12T00:00:00.000,COLOMBIA,M. CARTAGENA,Cartagena (CT),ARTÍCULO 239. HURTO PERSONAS,-,FEMENINO,URBANA,-
2022-09-14T00:00:00.000,COLOMBIA,M. CARTAGENA,Cartagena (CT),ARTÍCULO 239. HURTO PERSONAS,ECUADOR,MASCULINO,URBANA,ECUADOR
2022-09-14T00:00:00.000,COLOMBIA,M. CARTAGENA,Cartagena (CT),ARTÍCULO 239. HURTO PERSONAS,-,FEMENINO,URBANA,-
2022-09-15T00:00:00.000,COLOMBIA,M. SANTA MARTA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2022-09-18T00:00:00.000,COLOMBIA,M. CARTAGENA,Cartagena (CT),ARTÍCULO 239. HURTO PERSONAS,-,FEMENINO,URBANA,-
2022-09-19T00:00:00.000,COLOMBIA,M. CARTAGENA,Cartagena (CT),ARTÍCULO 239. HURTO PERSONAS,-,FEMENINO,URBANA,-
2022-09-19T00:00:00.000,COLOMBIA,M. SANTA MARTA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2022-09-21T00:00:00.000,COLOMBIA,M. CARTAGENA,Cartagena (CT),ARTÍCULO 239. HURTO PERSONAS,ESTADOS UNIDOS DE AMERICA,MASCULINO,URBANA,ESTADOS UNIDOS DE AMERICA
2022-09-21T00:00:00.000,COLOMBIA,M. MEDELLÍN,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,ESPAÑA,FEMENINO,URBANA,ESPAÑA
2022-09-22T00:00:00.000,COLOMBIA,M. CARTAGENA,Cartagena (CT),ARTÍCULO 239. HURTO PERSONAS,ESTADOS UNIDOS DE AMERICA,FEMENINO,URBANA,ESTADOS UNIDOS DE AMERICA
2022-09-22T00:00:00.000,COLOMBIA,M. CARTAGENA,Cartagena (CT),RECUPERACION,ESTADOS UNIDOS DE AMERICA,FEMENINO,URBANA,ESTADOS UNIDOS DE AMERICA
2022-09-24T00:00:00.000,COLOMBIA,M. CARTAGENA,Cartagena (CT),ARTÍCULO 239. HURTO PERSONAS,-,MASCULINO,URBANA,-
2022-09-26T00:00:00.000,COLOMBIA,M. CARTAGENA,Cartagena (CT),ARTÍCULO 239. HURTO PERSONAS,-,MASCULINO,URBANA,-
2022-10-02T00:00:00.000,COLOMBIA,M. CARTAGENA,Cartagena (CT),ARTÍCULO 239. HURTO PERSONAS,-,MASCULINO,URBANA,-
2022-10-06T00:00:00.000,COLOMBIA,M. CALI,Cali (CT),ARTÍCULO 239. HURTO PERSONAS,ISRAEL,MASCULINO,URBANA,ISRAEL
2022-10-08T00:00:00.000,COLOMBIA,M. CARTAGENA,Cartagena (CT),ARTÍCULO 239. HURTO PERSONAS,-,MASCULINO,URBANA,-
2022-10-09T00:00:00.000,COLOMBIA,M. MEDELLÍN,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,ESTADOS UNIDOS DE AMERICA,MASCULINO,URBANA,ESTADOS UNIDOS DE AMERICA
2022-10-10T00:00:00.000,COLOMBIA,M. MEDELLÍN,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,ESTADOS UNIDOS DE AMERICA,MASCULINO,URBANA,ESTADOS UNIDOS DE AMERICA
2022-10-10T00:00:00.000,COLOMBIA,M. MEDELLÍN,Medellín (CT),INSPECCION A CADAVER,ESTADOS UNIDOS DE AMERICA,MASCULINO,URBANA,ESTADOS UNIDOS DE AMERICA
2022-10-10T00:00:00.000,COLOMBIA,M. MEDELLÍN,Medellín (CT),MUERTE POR ESTABLECER,ESTADOS UNIDOS DE AMERICA,MASCULINO,URBANA,ESTADOS UNIDOS DE AMERICA
2022-10-16T00:00:00.000,COLOMBIA,M. MANIZALES,Manizales (CT),ARTÍCULO 239. HURTO PERSONAS,ESPAÑA,MASCULINO,URBANA,ESPAÑA
2022-10-19T00:00:00.000,COLOMBIA,M. CARTAGENA,Cartagena (CT),ARTÍCULO 239. HURTO PERSONAS,-,MASCULINO,URBANA,-
2022-10-24T00:00:00.000,COLOMBIA,CÓRDOBA,Planeta Rica,ARTÍCULO 239. HURTO PERSONAS,ESTADOS UNIDOS DE AMERICA,MASCULINO,URBANA,ESTADOS UNIDOS DE AMERICA
2022-10-24T00:00:00.000,COLOMBIA,M. CALI,Cali (CT),ARTÍCULO 239. HURTO PERSONAS,ESTADOS UNIDOS DE AMERICA,MASCULINO,URBANA,ESTADOS UNIDOS DE AMERICA
2022-10-30T00:00:00.000,COLOMBIA,HUILA,San Agustín,ARTÍCULO 239. HURTO PERSONAS,PERU,FEMENINO,RURAL,PERU
2022-11-04T00:00:00.000,COLOMBIA,M. MANIZALES,Manizales (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2022-11-08T00:00:00.000,COLOMBIA,SUCRE,Santiago de Tolú,ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,FEMENINO,URBANA,COLOMBIA
2022-11-11T00:00:00.000,COLOMBIA,SUCRE,Santiago de Tolú,ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,FEMENINO,URBANA,COLOMBIA
2022-11-11T00:00:00.000,COLOMBIA,SUCRE,Santiago de Tolú,ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2022-11-11T00:00:00.000,COLOMBIA,SUCRE,Santiago de Tolú,RECUPERACION,COLOMBIA,FEMENINO,URBANA,COLOMBIA
2022-11-11T00:00:00.000,COLOMBIA,SUCRE,Santiago de Tolú,RECUPERACION,COLOMBIA,MASCULINO,URBANA,COLOMBIA
2022-11-24T00:00:00.000,COLOMBIA,SUCRE,Santiago de Tolú,ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,FEMENINO,URBANA,COLOMBIA
2022-12-03T00:00:00.000,COLOMBIA,M. CARTAGENA,Cartagena (CT),MUERTE ACCIDENTAL,MEXICO,MASCULINO,URBANA,MEXICO
2022-12-06T00:00:00.000,COLOMBIA,M. MEDELLÍN,Medellín (CT),ARTÍCULO 239. HURTO PERSONAS,ESTADOS UNIDOS DE AMERICA,MASCULINO,URBANA,ESTADOS UNIDOS DE AMERICA
2022-12-24T00:00:00.000,COLOMBIA,M. CALI,Cali (CT),ARTÍCULO 239. HURTO PERSONAS,ESTADOS UNIDOS DE AMERICA,MASCULINO,URBANA,ESTADOS UNIDOS DE AMERICA
2022-12-25T00:00:00.000,COLOMBIA,M. CALI,Cali (CT),ARTÍCULO 239. HURTO PERSONAS,CANADA,MASCULINO,URBANA,CANADA
2022-12-25T00:00:00.000,COLOMBIA,M. CALI,Cali (CT),ARTÍCULO 239. HURTO PERSONAS,ESTADOS UNIDOS DE AMERICA,MASCULINO,URBANA,ESTADOS UNIDOS DE AMERICA
2022-12-29T00:00:00.000,COLOMBIA,HUILA,San Agustín,ARTÍCULO 239. HURTO PERSONAS,ITALIA,FEMENINO,URBANA,ITALIA
2023-01-01T00:00:00.000,COLOMBIA,GUAJIRA,Dibulla,INSPECCION A CADAVER,ALEMANIA,FEMENINO,RURAL,ALEMANIA
2023-01-01T00:00:00.000,COLOMBIA,GUAJIRA,Dibulla,MUERTE ACCIDENTAL,ALEMANIA,FEMENINO,RURAL,ALEMANIA
2023-01-01T00:00:00.000,COLOMBIA,M. SANTA MARTA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,FEMENINO,URBANA,COLOMBIA
2023-01-01T00:00:00.000,COLOMBIA,M. SANTA MARTA,Santa Marta (CT),ARTÍCULO 239. HURTO PERSONAS,COLOMBIA,MASCULINO,URBANA,COLOMBIA
